"","NR","WR","SR","ER","NER"
"Schedule(MU)","95.5","-106.0","34.2","-31.6","5.3"
"Actual(MU)","86.8","-109.4","37.9","-27.6","8.8"
"O/D/U/D(MU)","-8.7","-3.4","3.7","3.9","3.5"
