"","NR","WR","SR","ER","NER"
"Schedule(MU)","137.7","-117.1","49.6","-70.8","1.1"
"Actual(MU)","151.4","-117.7","48.1","-80.9","2.4"
"O/D/U/D(MU)","13.7","-0.6","-1.5","-10.1","1.3"
