"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6392","0","138.3","99.2","0.8","254","0.0"
"","Haryana","7387","0","149.7","112.1","3.3","1143","0.0"
"","Rajasthan","9057","0","187.3","68.5","3.8","465","0.0"
"","Delhi","5456","0","113.2","95.3","-1.7","125","0.0"
"","UP","17572","385","362.4","155.3","0.7","463","0.0"
"","Uttarakhand","1762","0","38.1","17.2","-0.8","33","0.0"
"","HP","1278","0","25.8","2.1","2.2","215","0.0"
"","J&K","1824","456","36.0","13.1","-0.1","284","8.5"
"","Chandigarh","264","0","5.4","6.3","-0.9","0","0.0"
"WR","Chhattisgarh","3229","0","81.0","11.5","2.4","179","0.0"
"","Gujarat","14501","0","322.7","100.4","1.5","375","0.0"
"","MP","6900","0","151.9","71.0","0.1","1108","0.0"
"","Maharashtra","18431","0","404.2","107.1","0.4","606","0.0"
"","Goa","411","0","8.8","9.3","-0.9","73","0.0"
"","DD","315","0","7.1","6.6","0.4","65","0.0"
"","DNH","748","0","17.1","17.6","-0.4","5","0.0"
"","Essar steel","321","0","6.1","6.0","0.1","177","0.0"
"SR","Andhra Pradesh","6310","0","124.6","35.8","2.3","639","0.0"
"","Telangana","5959","0","127.3","52.4","-2.4","504","0.0"
"","Karnataka","7981","0","166.8","80.0","3.2","772","0.0"
"","Kerala","3351","0","64.0","50.3","1.5","199","0.0"
"","Tamil Nadu","13993","0","306.5","101.8","-2.5","482","0.0"
"","Pondy","354","0","7.4","7.7","-0.3","21","0.0"
"ER","Bihar","3975","0","75.9","71.0","0.4","402","0.9"
"","DVC","2912","0","64.4","-41.8","-1.0","356","0.0"
"","Jharkhand","1005","0","23.8","15.7","0.7","215","0.0"
"","Odisha","3749","0","77.9","18.7","2.1","389","0.0"
"","West Bengal","7801","0","145.0","51.0","1.3","465","0.0"
"","Sikkim","66","0","1.1","1.0","0.1","20","0.0"
"NER","Arunachal Pradesh","91","13","1.9","1.7","0.2","28","0.1"
"","Assam","1609","126","29.7","23.7","2.9","175","1.5"
"","Manipur","116","17","2.1","1.9","0.2","43","0.1"
"","Meghalaya","235","0","3.9","1.7","-0.5","27","0.0"
"","Mizoram","63","5","1.1","0.9","0.1","14","0.0"
"","Nagaland","109","9","1.8","1.8","-0.2","46","0.1"
"","Tripura","254","1","4.6","3.0","0.4","242","0.1"
