"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.50","7.60","15.30","24.42","57.79","17.79"
"SR GRID","0.00","1.50","7.60","15.30","24.42","57.79","B. Frequency Profile (%)17.79"
