"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8912","0","196.7","121.3","-0.1","156"
"","Haryana","8099","0","171.8","101.5","0.0","176"
"","Rajasthan","6565","0","149.9","39.8","-0.9","252"
"","Delhi","5074","0","105.8","80.8","0.5","279"
"","UP","10708","2890","248.3","127.5","3.2","628"
"","Uttarakhand","1761","40","36.9","17.4","0.3","242"
"","HP","1210","0","24.5","0.1","-0.3","23"
"","J&K","1664","100","33.1","15.7","2.0","240"
"","Chandigarh","335","0","6.2","5.7","0.5","49"
"WR","Chhattisgarh","2636","195","57.4","10.7","2.7","312"
"","Gujarat","9906","0","222.1","36.2","0.4","629"
"","MP","5424","0","105.6","56.4","-0.8","300"
"","Maharashtra","15478","52","341.1","71.0","-0.1","430"
"","Goa","266","0","7.3","5.6","1.3","79"
"","DD","659","0","6.0","5.0","1.0","54"
"","DNH","327","0","15.2","14.6","0.7","62"
"","Essar steel","512","0","10.8","10.8","0.0","11"
"SR","Andhra Pradesh","6421","0","146.4","36.8","3.2","288"
"","Telangana","6120","400","133.9","71.5","0.3","203"
"","Karnataka","7648","300","155.0","8.8","-0.3","261"
"","Kerala","2984","150","53.3","28.8","1.4","326"
"","Tamil Nadu","12286","0","271.6","72.0","-4.7","306"
"","Pondy","308","40","6.6","6.7","-0.1","27"
"ER","Bihar","2306","100","46.2","41.6","2.1","220"
"","DVC","2463","0","57.3","-8.8","1.9","300"
"","Jharkhand","956","0","18.3","12.4","-0.8","90"
"","Odisha","3449","0","70.8","19.1","2.6","280"
"","West Bengal","7208","0","143.3","50.0","1.2","540"
"","Sikkim","71","0","1.4","1.1","0.2","25"
"NER","Arunachal Pradesh","109","6","1.8","1.6","0.2","39"
"","Assam","1163","209","23.9","15.6","3.7","221"
"","Manipur","119","11","1.7","2.2","-0.5","28"
"","Meghalaya","265","5","3.7","1.3","-0.5","55"
"","Mizoram","78","2","1.1","1.1","-0.2","29"
"","Nagaland","105","10","1.7","1.7","-0.1","27"
"","Tripura","228","7","2.9","1.6","-0.3","62"
