"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","41678","45239","33696","17346","2262","140221"
"Peak Shortage (MW)","596","0","83","0","41","720"
"Energy Met (MU)","846","1102","795","335","39","3118"
"Hydro Gen (MU)","133","49","86","37","9","314"
"Wind Gen (MU)","15","62","37","----------","----------","114"
"Solar Gen (MU)*","29.03","21.4","55.95","1.54","0.04","108"
"Energy Shortage (MU)","10.7","0.0","0.0","0.0","0.4","11.0"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","41928","52446","35801","17337","2355","144911"
"","18:44","11:01","09:21","18:32","17:32","09:28"
