"","NR","WR","SR","ER","NER"
"Schedule(MU)","128.0","-83.2","36.3","-88.7","7.6"
"Actual(MU)","127.1","-87.8","36.4","-81.5","7.9"
"O/D/U/D(MU)","-0.9","-4.6","0.1","7.2","0.3"
