"","NR","WR","SR","ER","NER"
"Schedule(MU)","130.0","-98.9","54.2","-91.0","4.7"
"Actual(MU)","127.9","-104.9","54.1","-77.6","1.4"
"O/D/U/D(MU)","-2.1","-6.0","-0.2","13.4","-3.3"
