"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","100.6","-111.3","54.7","-55.7","6.1","-5.6"
"Actual(MU)","105.3","-108.6","51.1","-55.1","6.9","-0.4"
"O/D/U/D(MU)","4.7","2.7","-3.6","0.6","0.8","5.2"
