"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.5","-90.7","34.1","-52.7","6.7"
"Actual(MU)","111.4","-117.5","36.7","-46.5","11.3"
"O/D/U/D(MU)","6.9","-26.8","2.6","6.2","4.6"
