"Share of RES in total generation (%)","7.70","14.83","28.67","0.35","0.04","13.86"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","44.04","18.33","40.46","26.01","43.46","31.55"
