"","NR","WR","SR","ER","NER"
"Schedule(MU)","143.4","-117.4","45.8","-67.6","-3.4"
"Actual(MU)","134.6","-110.0","51.0","-67.1","-7.1"
"O/D/U/D(MU)","-8.8","7.3","5.2","0.5","-3.7"
