"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.24","13.37","13.61","74.25","12.14"
"SR GRID","0.00","0.00","0.24","13.37","13.61","74.25","12.14"
