"","NR","WR","SR","ER","NER"
"Schedule(MU)","127.7","-98.5","21.4","-54.0","2.3"
"Actual(MU)","132.5","-113.5","22.4","-41.6","3.6"
"O/D/U/D(MU)","4.8","-15.0","1.0","12.4","1.3"
