"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.37","8.15","9.51","68.50","21.99"
"SR GRID","0.00","0.00","1.37","8.15","9.51","68.50","B. Frequency Profile (%)21.99"
