"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.5","-86.3","36.8","-74.4","7.6"
"Actual(MU)","120.1","-92.8","40.8","-74.5","8.9"
"O/D/U/D(MU)","4.6","-6.5","4.0","-0.1","1.3"
