"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5525","0","121.3","54.6","-0.6","108","0.0"
"","Haryana","5875","650","104.4","55.9","4.7","526","0.6"
"","Rajasthan","7970","0","178.3","60.3","3.8","532","1.9"
"","Delhi","3593","0","75.4","61.1","-2.7","202","0.0"
"","UP","14506","595","266.2","78.8","3.5","1312","0.0"
"","Uttarakhand","1742","0","35.3","26.5","-0.4","153","0.0"
"","HP","1328","0","25.2","17.3","0.9","322","0.0"
"","J&K","2051","504","41.5","33.2","-1.3","124","9.9"
"","Chandigarh","188","0","3.9","3.9","0.0","28","0.0"
"WR","Chhattisgarh","3522","0","83.9","15.3","-2.3","217","0.0"
"","Gujarat","15811","0","349.3","166.9","4.4","387","0.0"
"","MP","8340","0","176.7","76.5","-3.9","265","0.0"
"","Maharashtra","22663","0","478.7","147.5","1.2","263","0.0"
"","Goa","497","0","11.7","10.0","1.0","82","0.0"
"","DD","336","0","7.4","6.9","0.5","69","0.0"
"","DNH","757","0","17.5","17.1","0.5","58","0.0"
"","Essar steel","314","0","5.9","5.6","0.3","180","0.0"
"SR","Andhra Pradesh","8341","0","176.5","57.3","0.8","550","0.0"
"","Telangana","8421","0","164.0","76.4","-2.0","644","0.0"
"","Karnataka","9909","0","216.7","76.7","-1.3","554","0.0"
"","Kerala","3660","0","77.8","52.8","1.6","646","0.0"
"","Tamil Nadu","14879","0","339.6","175.5","0.4","496","0.0"
"","Pondy","368","0","7.6","8.0","-0.4","29","0.0"
"ER","Bihar","4211","0","73.1","71.3","-0.6","150","0.0"
"","DVC","2962","0","62.9","-45.6","1.7","200","0.0"
"","Jharkhand","1136","0","21.4","12.0","-0.2","45","0.0"
"","Odisha","3256","0","68.6","19.8","-0.1","200","0.0"
"","West Bengal","7936","0","155.5","28.8","0.3","180","0.0"
"","Sikkim","95","0","1.4","1.4","0.0","12","0.0"
"NER","Arunachal Pradesh","115","2","2.2","1.2","0.9","65","0.0"
"","Assam","1510","40","26.5","20.1","4.0","95","0.5"
"","Manipur","160","3","2.3","2.2","0.2","24","0.0"
"","Meghalaya","274","0","4.7","3.0","-0.2","45","0.0"
"","Mizoram","75","3","1.3","0.9","0.4","10","0.0"
"","Nagaland","130","4","2.0","1.5","0.4","30","0.1"
"","Tripura","248","2","3.6","2.9","0.1","50","0.1"
