"Share of RES in total generation (%)","7.52","4.08","15.74","0.44","0.09","7.07"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","31.50","9.33","37.75","12.96","26.67","21.84"
