"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","42625","35852","31408","15028","1790","126703"
"Peak Shortage (MW)","2522","981","2350","700","436","6989"
"Energy Met (MU)","953","821","741","311","35","2861"
"Hydro Gen(MU)","325","58","127","82","23","614"
"Wind Gen(MU)","26","67","61","----------","----------","155"
