"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.00","6.27","6.27","66.08","27.65"
"SR GRID","0.00","0.00","0.00","6.27","6.27","66.08","B. Frequency Profile (%)27.65"
