"Share of RES in total generation (%)","7.41","11.30","32.12","0.41","0.05","13.32"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","39.05","14.44","41.71","17.51","39.22","28.52"
