"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.72","13.22","13.94","68.75","17.31"
"SR GRID","0.00","0.00","0.72","13.22","13.94","68.75","17.31"
