"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","51143","40148","36753","18957","2392","149393"
"Peak Shortage (MW)","463","61","0","0","205","729"
"Energy Met (MU)","1122","955","859","384","48","3368"
"Hydro Gen(MU)","332","27","44","105","28","536"
"Wind Gen(MU)","28","108","155","----------","----------","290"
"Solar Gen (MU)*","3.13","12.23","22.70","0.51","0.02","39"
"Energy Shortage (MU)","8.9","0.0","0.0","0.0","1.4","10.3"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","53186","41012","38099","19224","2534","150752"
