"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","215.5","-196.9","95.8","-88.8","-4.4","21.2"
"Actual(MU)","207.3","-204.9","97.6","-87.0","-1.0","12.1"
"O/D/U/D(MU)","-8.2","-7.9","1.8","1.8","3.4","-9.1"
