"Share of RES in total generation (%)","8.55","5.01","16.37","0.39","0.09","7.70"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","32.66","9.28","35.77","10.93","23.57","20.95"
