"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","41898","47510","39189","18073","2374","149044"
"Peak Shortage (MW)","486","0","0","0","16","502"
"Energy Met (MU)","851","1069","886","338","42","3187"
"Hydro Gen (MU)","138","27","96","51","11","323"
"Wind Gen (MU)","18","33","24","----------","----------","75"
"Solar Gen (MU)*","20.51","19.67","73.03","1.82","0.04","115"
"Energy Shortage (MU)","9.9","0.0","0.0","0.0","0.3","10.2"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","42978","48045","41907","18239","2507","153017"
"","18:25","17:48","18:40","18:40","17:22","18:28"
