"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","42548","43467","37318","16875","2256","142464"
"Peak Shortage (MW)","920","0","0","100","80","1100"
"Energy Met (MU)","863","1006","869","319","35","3092"
"Hydro Gen(MU)","94","58","50","27","7","235"
"Wind Gen(MU)","2","10","16","----------","----------","29"
"Solar Gen (MU)*","2.21","0.00","16.80","0.19","0.02","19"
