"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","157.9","-166.6","84.2","-77.8","2.3","0.0"
"Actual(MU)","149.7","-175.0","87.9","-68.5","2.7","-3.2"
"O/D/U/D(MU)","-8.2","-8.4","3.7","9.2","0.4","-3.3"
