"","NR","WR","SR","ER","NER","All India"
"Coal","523","937","330","384","7","2182"
"Lignite","20","8","43","0","0","71"
"Hydro","368","119","152","134","20","794"
"Nuclear","27","31","58","0","0","116"
"Gas, Naptha & Diesel","33","39","16","0","21","110"
"RES (Wind, Solar, Biomass & Others)","50","85","284","2","0","421"
"Total","1021","1219","883","521","49","3693"
