"Share of RES in total generation (%)","5.19","7.38","22.71","0.37","0.05","8.89"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.31","10.23","33.59","17.21","32.32","23.85"
