"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.78","6.84","7.62","79.71","12.67"
"SR GRID","0.00","0.00","0.78","6.84","7.62","79.71","12.67"
