"Share of RES in total generation (%)","6.95","4.66","16.44","0.17","0.06","7.30"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","25.00","8.71","32.11","8.64","17.57","18.21"
