"Share of RES in total generation (%)","5.01","8.80","19.59","0.21","0.07","8.94"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","32.04","11.95","31.34","13.69","27.40","21.96"
