"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7261","0","153.5","96.8","1.5","214"
"","Haryana","6129","0","137.1","77.1","-2.1","317"
"","Rajasthan","7620","0","165.6","63.4","-4.1","99"
"","Delhi","4895","0","101.8","74.9","-4.0","368"
"","UP","11607","2625","250.7","116.8","0.8","207"
"","Uttarakhand","1680","0","36.6","20.4","-1.2","65"
"","HP","1158","0","24.9","5.4","-2.3","72"
"","J&K","1476","100","30.1","20.4","-3.7","55"
"","Chandigarh","322","0","6.2","5.6","0.6","57"
"WR","Chhattisgarh","2958","59","67.5","18.0","2.6","394"
"","Gujarat","11349","44","259.4","50.2","-3.6","803"
"","MP","6868","7","139.5","77.4","-3.2","74"
"","Maharashtra","17199","82","381.2","125.5","10.3","682"
"","Goa","376","60","8.2","7.1","0.7","57"
"","DD","251","0","5.9","6.2","-0.3","19"
"","DNH","586","1","13.7","13.9","-0.1","28"
"SR","Andhra Pradesh","10796","2000","245.9","88.4","4.2","431"
"","Karnataka","7533","500","152.8","23.4","-0.3","244"
"","Kerala","2950","500","59.2","40.9","2.8","330"
"","Tamil Nadu","11394","569","262.9","65.0","-1.1","296"
"","Pondy","302","0","6.6","7.4","-0.8","10"
"ER","Bihar","1739","425","40.4","38.9","1.5","80"
"","DVC","2694","0","59.5","-26.4","0.1","110"
"","Jharkhand","990","0","21.6","11.5","-0.2","40"
"","Odisha","3577","0","69.5","9.7","-0.5","300"
"","West Bengal","6666","8","126.1","38.3","-1.6","430"
"","Sikkim","130","0","1.1","1.1","0.0","20"
"NER","Arunachal Pradesh","83","7","1.2","1.3","-0.1","35"
"","Assam","887","297","18.7","12.2","2.3","136"
"","Manipur","91","1","1.4","1.7","-0.3","35"
"","Meghalaya","236","14","4.3","1.9","0.2","88"
"","Mizoram","50","10","1.0","1.0","0.1","16"
"","Nagaland","92","1","1.5","1.3","0.2","26"
"","Tripura","204","8","3.2","1.5","0.1","46"
