"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5466","0","106.2","41.8","0.4","321"
"","Haryana","6060","0","119.5","49.9","-0.2","279"
"","Rajasthan","9693","0","210.1","68.7","2.7","985"
"","Delhi","3225","6","58.5","41.5","-1.1","243"
"","UP","9614","1500","195.4","82.4","1.1","380"
"","Uttarakhand","1540","0","26.9","21.8","-1.5","157"
"","HP","1310","14","23.7","18.7","0.0","173"
"","J&K","1963","491","41.4","31.2","4.6","251"
"","Chandigarh","186","0","3.4","3.2","0.2","6"
"WR","Chhattisgarh","2880","48","63.0","15.4","0.2","290"
"","Gujarat","12177","0","272.0","46.7","-1.9","310"
"","MP","9659","0","205.8","128.2","-2.1","397"
"","Maharashtra","18360","60","388.0","110.7","-3.5","582"
"","Goa","404","0","7.3","7.2","-0.5","41"
"","DD","263","0","5.9","6.0","-0.1","28"
"","DNH","659","0","15.4","15.5","-0.1","38"
"","Essar steel","280","0","5.9","7.0","-1.1","35"
"SR","Andhra Pradesh","5860","0","135.1","28.6","3.7","386"
"","Telangana","6073","0","126.6","69.4","2.8","633"
"","Karnataka","8183","800","173.7","26.1","2.9","468"
"","Kerala","3194","125","58.2","32.5","2.3","271"
"","Tamil Nadu","10894","855","247.7","69.1","3.7","471"
"","Pondy","307","1","5.8","5.8","0.0","50"
"ER","Bihar","2419","300","47.1","47.1","-2.6","270"
"","DVC","2271","80","51.8","-17.4","0.8","410"
"","Jharkhand","929","200","20.1","10.4","0.6","220"
"","Odisha","3533","130","52.4","19.5","3.4","370"
"","West Bengal","6275","0","113.5","24.1","5.0","310"
"","Sikkim","108","0","1.5","1.4","0.1","38"
"NER","Arunachal Pradesh","109","0","1.8","1.2","0.6","55"
"","Assam","1128","119","20.3","11.8","3.5","224"
"","Manipur","118","7","2.1","1.7","0.3","29"
"","Meghalaya","297","5","4.1","3.5","-1.2","55"
"","Mizoram","82","3","1.1","0.8","0.3","43"
"","Nagaland","108","3","2.0","1.3","0.2","40"
"","Tripura","199","1","2.8","-1.6","2.0","106"
