"","NR","WR","SR","ER","NER"
"Schedule(MU)","75.2","-25.7","40.7","-96.4","6.0"
"Actual(MU)","78.9","-44.8","40.7","-85.3","9.7"
"O/D/U/D(MU)","3.7","-19.1","0.0","11.1","3.7"
