"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7720","0","157.5","70.1","1.1","204"
"","Haryana","7658","0","159.9","87.3","-0.5","158"
"","Rajasthan","9210","129","203.7","56.5","6.9","578"
"","Delhi","4449","0","91.8","64.8","0.5","432"
"","UP","10560","3590","248.8","108.2","2.8","1112"
"","Uttarakhand","1498","245","31.1","15.3","1.9","205"
"","HP","1249","0","24.4","9.8","0.0","150"
"","J&K","1836","0","36.7","21.4","3.0","299"
"","Chandigarh","239","0","4.8","4.1","0.7","75"
"WR","Chhattisgarh","3395","18","79.8","22.6","0.7","169"
"","Gujarat","13745","92","307.7","50.9","-0.5","329"
"","MP","7669","0","169.2","98.0","0.4","97"
"","Maharashtra","19727","763","423.2","165.9","5.3","351"
"","Goa","446","0","9.1","9.5","-0.9","99"
"","DD","270","0","6.0","10.3","-4.3","20"
"","DNH","677","0","15.5","11.0","4.5","36"
"","Essar steel","362","0","7.4","7.9","-0.5","104"
"SR","Andhra Pradesh","6226","0","140.4","28.2","1.6","359"
"","Telangana","6529","1400","147.4","73.7","3.2","534"
"","Karnataka","6511","800","140.6","11.4","1.0","378"
"","Kerala","3179","300","58.8","26.3","2.2","242"
"","Tamil Nadu","11397","796","253.1","63.4","1.7","380"
"","Pondy","303","40","6.3","6.0","0.3","50"
"ER","Bihar","2740","0","53.9","53.8","-2.3","40"
"","DVC","2449","0","55.1","-16.2","-0.8","35"
"","Jharkhand","1052","0","21.9","13.1","0.1","230"
"","Odisha","3471","0","66.8","24.7","-2.7","55"
"","West Bengal","6783","18","136.3","39.2","3.1","310"
"","Sikkim","77","0","0.9","1.3","-0.4","4"
"NER","Arunachal Pradesh","110","2","1.9","1.7","0.2","39"
"","Assam","1230","107","24.2","14.5","3.2","164"
"","Manipur","119","6","2.1","2.0","0.2","46"
"","Meghalaya","257","1","3.6","1.0","-1.2","43"
"","Mizoram","71","8","1.1","1.0","0.1","18"
"","Nagaland","113","2","1.9","1.4","0.0","27"
"","Tripura","243","1","3.3","1.8","-0.7","30"
