"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","172.5","-221.3","81.9","-39.0","7.6","1.7"
"Actual(MU)","182.6","-226.0","75.3","-39.1","9.1","1.9"
"O/D/U/D(MU)","10.1","-4.7","-6.6","-0.1","1.5","0.2"
