"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","613","1041","422","440","8","2523"
"Hydro","317","11","47","89","26","490"
"Nuclear","27","29","46","0","0","102"
"Gas, Naptha & Diesel","38","49","24","0","24","135"
"RES (Wind, Solar, Biomass & Others)","64","127","276","1","0","469"
"Total","1060","1257","814","530","58","3719"
