"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","44385","49108","40623","17350","2433","153899"
"Peak Shortage (MW)","572","0","66","55","42","735"
"Energy Met (MU)","941","1156","902","335","43","3376"
"Hydro Gen (MU)","116","30","81","32","7","266"
"Wind Gen (MU)","3","15","25","----------","----------","43"
"Solar Gen (MU)*","21.83","17.2","57.13","0.78","0.04","97"
"Energy Shortage (MU)","13.5","0.6","0.0","0.2","0.8","15.0"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","43807","54428","41018","17800","2502","155030"
"","18:27","10:20","18:32","18:47","17:33","18:23"
