"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.15","0.80","10.03","10.98","63.89","25.13"
"SR GRID","0.00","0.15","0.80","10.03","10.98","63.89","B. Frequency Profile (%)25.13"
