"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8622","0","190.7","121.7","0.3","126"
"","Haryana","7181","0","159.7","75.4","1.1","284"
"","Rajasthan","7495","0","169.3","56.0","-1.1","199"
"","Delhi","4415","0","88.7","67.1","-2.4","245"
"","UP","9476","3530","205.1","101.8","-3.1","407"
"","Uttarakhand","1477","105","28.1","10.6","0.3","175"
"","HP","1080","0","22.7","0.3","-1.3","27"
"","J&K","1476","100","28.8","16.8","-1.6","63"
"","Chandigarh","238","0","4.7","5.0","-0.3","13"
"WR","Chhattisgarh","2777","32","61.8","22.1","-0.6","370"
"","Gujarat","10948","40","246.8","67.9","-0.9","210"
"","MP","5737","28","113.5","40.7","-4.3","212"
"","Maharashtra","14851","617","335.5","104.7","8.8","722"
"","Goa","417","2","7.8","8.6","-1.2","129"
"","DD","247","1","6.0","6.3","-0.3","22"
"","DNH","634","3","15.2","15.1","0.1","52"
"","Essar steel","350","2","7.6","7.4","0.2","51"
"SR","Andhra Pradesh","11388","0","253.2","87.8","0.3","318"
"","Karnataka","7012","350","150.0","19.5","0.7","247"
"","Kerala","2806","75","53.1","23.1","0.7","260"
"","Tamil Nadu","10310","229","227.6","66.5","3.0","485"
"","Pondy","294","0","6.2","6.6","-0.4","18"
"ER","Bihar","1744","300","36.4","34.1","2.4","385"
"","DVC","2532","0","55.6","-21.3","-2.2","200"
"","Jharkhand","895","0","20.0","13.4","-0.3","75"
"","Odisha","3536","0","63.9","15.1","-1.3","285"
"","West Bengal","6770","13","120.6","37.5","1.2","325"
"","Sikkim","65","0","1.0","0.6","0.4","15"
"NER","Arunachal Pradesh","98","2","1.3","1.2","0.1","35"
"","Assam","1110","159","22.7","12.8","4.2","213"
"","Manipur","112","3","1.5","1.8","-0.3","37"
"","Meghalaya","250","5","4.4","0.2","-0.4","100"
"","Mizoram","51","4","1.0","1.0","0.0","12"
"","Nagaland","94","6","1.3","1.2","-0.3","27"
"","Tripura","175","46","3.5","1.1","0.3","48"
