"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","175.6","-183.4","94.5","-86.0","-0.9","-0.3"
"Actual(MU)","165.0","-191.1","116.4","-93.3","-1.1","-4.1"
"O/D/U/D(MU)","-10.6","-7.7","21.9","-7.3","-0.2","-3.8"
