"Share of RES in total generation (%)","9.44","3.80","20.82","0.33","0.07","8.77"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","27.87","8.72","32.86","7.75","16.90","18.90"
