"","NR","WR","SR","ER","NER"
"Schedule(MU)","122.7","-101.1","40.0","-63.4","1.2"
"Actual(MU)","103.7","-98.4","42.0","-52.4","4.4"
"O/D/U/D(MU)","-19.0","2.7","2.0","11.0","3.2"
