"","NR","WR","SR","ER","NER"
"Schedule(MU)","77.3","-40.0","34.6","-78.6","5.6"
"Actual(MU)","62.3","-31.5","34.8","-68.2","3.1"
"O/D/U/D(MU)","-15.1","8.5","0.2","10.4","-2.5"
