"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5117","0","94.3","12.2","0.6","157","0.0"
"","Haryana","5948","275","109.2","68.7","2.1","278","0.2"
"","Rajasthan","9971","216","195.1","63.2","5.7","577","3.9"
"","Delhi","3269","0","59.9","43.7","-1.8","173","0.0"
"","UP","11990","0","270.1","82.0","0.9","536","0.0"
"","Uttarakhand","1786","0","33.1","15.6","1.3","183","0.3"
"","HP","1563","1","26.3","18.4","1.5","226","0.0"
"","J&K","2007","502","42.4","37.1","0.7","159","10.0"
"","Chandigarh","184","0","3.2","3.4","-0.2","23","0.0"
"WR","Chhattisgarh","3294","0","68.8","17.0","-1.7","299","0.2"
"","Gujarat","13983","0","306.3","88.1","5.1","524","0.0"
"","MP","9179","0","232.7","157.8","-1.1","312","0.0"
"","Maharashtra","21160","0","437.3","158.3","0.9","378","0.0"
"","Goa","444","0","9.0","9.8","-0.8","32","0.0"
"","DD","330","0","7.4","6.5","0.9","100","0.0"
"","DNH","762","0","17.5","17.0","0.5","62","0.0"
"","Essar steel","416","0","9.5","9.8","-0.2","169","0.0"
"SR","Andhra Pradesh","8007","0","169.5","65.4","1.8","389","0.0"
"","Telangana","6827","0","145.8","60.2","-2.8","313","0.0"
"","Karnataka","9527","0","199.9","82.6","0.8","383","0.0"
"","Kerala","3649","0","68.4","52.6","1.1","185","0.0"
"","Tamil Nadu","14186","0","296.2","161.8","1.6","383","0.0"
"","Pondy","338","0","7.1","7.6","-0.4","26","0.0"
"ER","Bihar","3131","0","60.0","54.8","-0.6","225","0.0"
"","DVC","2526","0","65.4","-29.2","-1.8","220","0.0"
"","Jharkhand","912","0","23.1","14.3","-0.7","70","0.0"
"","Odisha","3022","0","66.0","33.3","4.7","250","0.0"
"","West Bengal","5762","0","104.5","23.2","3.8","250","0.0"
"","Sikkim","78","0","1.6","1.4","0.2","10","0.0"
"NER","Arunachal Pradesh","119","7","2.3","1.8","0.5","43","0.0"
"","Assam","1423","33","24.7","17.9","2.0","268","0.6"
"","Manipur","168","3","2.3","2.5","-0.3","35","0.0"
"","Meghalaya","285","0","5.6","2.9","0.0","40","0.0"
"","Mizoram","81","2","1.3","0.7","0.5","45","0.0"
"","Nagaland","91","1","1.9","1.5","-0.1","28","0.0"
"","Tripura","212","2","3.3","2.1","-0.4","57","0.0"
