"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6989","0","146.8","103.9","-0.5","130"
"","Haryana","5736","33","119.5","76.6","0.7","915"
"","Rajasthan","7402","0","165.6","69.3","-6.1","221"
"","Delhi","5091","0","104.4","79.5","0.7","419"
"","UP","10747","1980","240.0","106.5","1.1","805"
"","Uttarakhand","1670","0","28.3","15.6","-3.3","216"
"","HP","1210","0","26.1","4.7","-0.8","35"
"","J&K","1451","100","31.0","17.2","0.4","179"
"","Chandigarh","296","0","5.7","5.9","-0.3","16"
"WR","Chhattisgarh","2688","7","59.6","13.1","-2.4","183"
"","Gujarat","10915","30","242.2","85.0","2.1","810"
"","MP","6161","0","116.5","63.0","-3.4","347"
"","Maharashtra","14103","229","323.1","99.2","9.9","849"
"","Goa","367","30","7.4","7.5","-0.2","67"
"","DD","247","0","5.8","6.2","-0.4","26"
"","DNH","588","0","13.7","13.9","-0.3","56"
"SR","Andhra Pradesh","9882","1700","222.7","72.0","2.2","396"
"","Karnataka","6539","600","134.9","25.1","0.9","215"
"","Kerala","2562","400","50.2","34.3","2.8","319"
"","Tamil Nadu","10849","573","242.0","61.0","-3.5","1416"
"","Pondy","308","0","6.4","6.9","-0.5","24"
"ER","Bihar","1895","300","38.3","41.7","-3.5","150"
"","DVC","2333","0","53.2","-17.8","-0.7","300"
"","Jharkhand","885","0","18.1","12.4","-2.0","160"
"","Odisha","3315","0","67.6","17.0","1.3","290"
"","West Bengal","6427","36","138.0","39.8","4.2","390"
"","Sikkim","84","0","1.1","1.2","-0.1","18"
"NER","Arunachal Pradesh","98","4","1.3","1.1","0.2","35"
"","Assam","937","310","19.7","11.5","2.9","132"
"","Manipur","85","10","1.5","1.5","0.0","56"
"","Meghalaya","264","-17","4.4","1.1","-0.4","105"
"","Mizoram","43","8","0.9","0.8","0.1","14"
"","Nagaland","78","21","1.4","1.0","0.1","31"
"","Tripura","202","10","2.8","0.7","0.6","78"
