"Share of RES in total generation (%)","8.87","8.66","24.19","0.28","0.11","10.83"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","42.44","11.60","33.72","14.99","37.59","25.60"
