"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3696","0","79.4","50.4","1.1","238"
"","Haryana","5090","0","90.2","68.9","0.3","292"
"","Rajasthan","7534","0","159.4","50.0","2.6","501"
"","Delhi","2388","0","47.9","43.2","0.3","141"
"","UP","13594","0","283.8","121.1","2.5","638"
"","Uttarakhand","1141","0","22.1","15.7","-1.7","140"
"","HP","932","0","17.0","8.7","1.0","201"
"","J&K","2020","505","40.4","30.6","-0.1","204"
"","Chandigarh","154","0","2.8","2.9","0.3","14"
"WR","Chhattisgarh","3195","0","74.3","19.9","-0.7","271"
"","Gujarat","11346","4","231.7","63.0","-4.2","737"
"","MP","7441","0","161.4","106.9","-1.3","48"
"","Maharashtra","17500","0","384.5","123.0","3.1","624"
"","Goa","378","0","8.3","8.0","-0.4","41"
"","DD","264","0","3.7","3.7","0.0","83"
"","DNH","665","0","10.9","11.3","-0.4","73"
"","Essar steel","564","0","11.7","11.5","0.2","170"
"SR","Andhra Pradesh","7225","0","160.6","30.6","0.8","461"
"","Telangana","6501","0","146.7","82.3","0.6","217"
"","Karnataka","9239","400","209.5","64.4","2.0","520"
"","Kerala","3657","0","75.1","52.4","3.1","219"
"","Tamil Nadu","14245","0","321.6","152.2","3.9","406"
"","Pondy","299","0","6.1","6.6","-0.4","38"
"ER","Bihar","3155","0","63.0","63.5","-2.8","150"
"","DVC","2472","0","56.2","-27.0","-3.8","125"
"","Jharkhand","1093","0","22.8","12.1","-1.8","90"
"","Odisha","3938","0","77.9","29.3","2.5","295"
"","West Bengal","6534","0","130.1","32.6","3.6","280"
"","Sikkim","75","0","1.3","1.0","0.3","25"
"NER","Arunachal Pradesh","111","0","2.1","1.5","0.5","41"
"","Assam","1222","46","20.5","14.8","1.5","236"
"","Manipur","146","1","2.1","2.0","0.1","42"
"","Meghalaya","269","0","4.1","2.8","0.1","93"
"","Mizoram","83","1","1.3","1.0","0.3","29"
"","Nagaland","115","0","2.0","1.5","0.4","48"
"","Tripura","331","0","5.2","2.7","0.5","75"
