"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.4","4.7","1.4","95.1","3.5"
"SR GRID","0.0","0.0","4.0","12.8","4.0","93.5","2.5"
