"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6555","0","136.7","82.2","0.5","259"
"","Haryana","7358","0","145.5","124.7","-0.1","302"
"","Rajasthan","8435","210","193.7","55.7","0.8","254"
"","Delhi","4366","0","91.9","77.4","-0.6","148"
"","UP","11385","4690","267.5","116.2","1.6","491"
"","Uttarakhand","1674","260","34.3","12.7","3.3","266"
"","HP","1269","0","25.2","9.8","0.9","108"
"","J&K","1948","487","37.3","20.5","1.3","206"
"","Chandigarh","233","0","4.6","4.8","-0.2","21"
"WR","Chhattisgarh","3810","96","88.6","33.8","1.2","257"
"","Gujarat","13371","23","289.7","63.6","2.1","427"
"","MP","7883","0","176.6","95.3","-2.6","486"
"","Maharashtra","18934","521","403.5","121.4","1.2","571"
"","Goa","426","0","9.0","8.0","0.6","70"
"","DD","281","0","6.4","6.6","-0.2","36"
"","DNH","713","0","16.5","16.4","0.0","43"
"","Essar steel","292","0","5.2","4.7","0.5","131"
"SR","Andhra Pradesh","6092","0","132.3","15.1","0.6","407"
"","Telangana","6404","0","144.9","100.6","-2.1","202"
"","Karnataka","6857","1200","144.2","23.0","2.4","461"
"","Kerala","3462","125","60.0","32.5","1.7","397"
"","Tamil Nadu","11778","0","265.8","108.0","3.4","684"
"","Pondy","322","0","6.8","6.7","0.1","37"
"ER","Bihar","3187","200","69.4","67.4","-0.2","135"
"","DVC","2695","110","58.8","-17.7","-1.1","212"
"","Jharkhand","975","0","23.9","12.1","-0.1","32"
"","Odisha","3560","300","63.0","18.0","0.7","279"
"","West Bengal","7476","20","150.1","49.4","2.2","156"
"","Sikkim","91","0","1.2","0.9","0.3","46"
"NER","Arunachal Pradesh","121","1","2.0","1.9","0.0","47"
"","Assam","1290","183","26.2","17.7","1.6","217"
"","Manipur","136","1","2.1","2.0","0.1","44"
"","Meghalaya","280","2","4.9","-0.6","-0.3","35"
"","Mizoram","84","1","1.1","1.3","-0.2","6"
"","Nagaland","102","8","1.6","1.5","0.0","23"
"","Tripura","200","37","3.9","1.3","0.8","81"
