"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.1","-79.5","32.9","-50.1","5.7"
"Actual(MU)","85.6","-84.3","33.2","-47.8","8.4"
"O/D/U/D(MU)","-4.5","-4.8","0.3","2.3","2.7"
