"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4608","138","89.3","31.0","3.2","341"
"","Haryana","5072","368","100.6","28.1","1.1","367"
"","Rajasthan","8536","0","176.7","72.0","-3.2","122"
"","Delhi","3104","0","57.2","41.3","-1.0","268"
"","UP","9522","1880","202.9","78.7","0.4","374"
"","Uttarakhand","1591","80","29.1","20.3","1.1","205"
"","HP","1287","0","23.6","16.3","1.0","80"
"","J&K","1815","100","37.0","27.6","2.3","334"
"","Chandigarh","180","0","3.3","3.1","0.2","26"
"WR","Chhattisgarh","2693","10","55.2","11.9","-2.9","298"
"","Gujarat","11480","0","253.0","55.4","-2.5","784"
"","MP","9698","8","194.8","116.4","-5.3","414"
"","Maharashtra","17501","746","370.4","122.2","4.7","946"
"","Goa","373","0","8.1","7.0","0.3","23"
"","DD","244","0","5.8","5.9","-0.2","48"
"","DNH","632","1","14.8","14.6","0.3","74"
"","Essar steel","376","0","8.3","8.7","-0.4","51"
"SR","Andhra Pradesh","10395","0","229.0","82.4","1.5","227"
"","Karnataka","8101","300","166.3","22.2","1.7","236"
"","Kerala","3062","450","57.5","29.9","2.8","279"
"","Tamil Nadu","9165","2519","208.7","63.8","3.7","463"
"","Pondy","304","0","5.9","6.0","-0.1","29"
"ER","Bihar","2138","200","37.4","36.8","0.6","80"
"","DVC","2514","0","56.9","-19.0","-0.1","170"
"","Jharkhand","994","0","21.4","11.7","-0.9","60"
"","Odisha","3418","0","64.8","5.6","-2.1","190"
"","West Bengal","6109","0","99.8","13.9","3.1","260"
"","Sikkim","97","0","1.3","1.1","0.2","22"
"NER","Arunachal Pradesh","104","6","1.2","1.2","0.0","56"
"","Assam","1065","79","18.7","11.7","1.6","142"
"","Manipur","98","5","1.4","1.7","-0.3","42"
"","Meghalaya","289","13","4.7","2.8","0.1","65"
"","Mizoram","61","2","1.2","1.0","-0.1","18"
"","Nagaland","86","4","1.4","1.2","0.0","25"
"","Tripura","178","20","3.4","0.1","0.7","26"
