"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7599","0","151.4","78.1","-1.7","59","0.0"
"","Haryana","7916","0","152.1","114.2","0.2","309","0.0"
"","Rajasthan","10250","0","212.5","59.0","-0.2","506","0.0"
"","Delhi","5171","0","106.0","90.2","-1.1","230","0.0"
"","UP","19912","0","405.6","176.1","1.4","900","0.7"
"","Uttarakhand","1963","0","43.0","19.5","0.2","165","0.0"
"","HP","1343","0","28.0","6.5","1.1","174","0.1"
"","J&K","2372","593","46.5","26.1","-0.6","188","11.0"
"","Chandigarh","240","0","4.8","5.8","-1.0","-27","0.0"
"WR","Chhattisgarh","4044","0","90.3","52.1","-2.9","287","0.0"
"","Gujarat","17200","0","378.9","83.4","4.9","571","0.0"
"","MP","9377","0","208.4","99.7","0.0","544","0.0"
"","Maharashtra","22364","0","500.6","129.7","-0.7","1115","0.0"
"","Goa","541","0","11.5","11.3","-0.4","150","0.0"
"","DD","328","0","7.4","6.9","0.5","37","0.0"
"","DNH","784","0","18.2","18.3","-0.1","49","0.0"
"","Essar steel","239","0","4.5","5.7","-1.2","152","0.0"
"SR","Andhra Pradesh","9459","0","197.0","46.6","-0.1","589","0.0"
"","Telangana","7923","0","169.7","47.0","1.5","608","0.0"
"","Karnataka","10983","0","223.6","54.0","0.4","794","0.0"
"","Kerala","4014","0","85.1","56.9","1.7","325","0.0"
"","Tamil Nadu","15088","0","344.4","147.9","-0.2","628","0.0"
"","Pondy","420","30","8.9","8.8","0.1","106","0.2"
"ER","Bihar","5242","0","100.3","99.0","-1.0","302","0.0"
"","DVC","3073","0","65.7","-43.5","-3.8","345","0.0"
"","Jharkhand","1087","0","23.7","15.7","-1.7","165","0.0"
"","Odisha","3941","0","81.6","28.5","0.9","400","0.0"
"","West Bengal","8450","0","157.1","54.6","1.2","445","0.0"
"","Sikkim","95","0","1.2","1.4","-0.2","20","0.0"
"NER","Arunachal Pradesh","109","2","2.1","2.2","-0.1","22","0.0"
"","Assam","1436","153","21.5","16.6","0.7","131","4.5"
"","Manipur","173","1","2.4","2.3","0.1","36","0.0"
"","Meghalaya","310","8","5.1","2.7","0.1","45","0.4"
"","Mizoram","96","2","1.9","1.4","0.3","24","0.0"
"","Nagaland","123","4","1.9","1.6","0.3","55","0.0"
"","Tripura","275","3","4.0","3.7","0.1","64","0.1"
