"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","40213","40261","31483","15981","2090","130028"
"Peak Shortage (MW)","2833","522","1288","430","178","5251"
"Energy Met (MU)","798","907","723","307","36","2771"
"Hydro Gen(MU)","96","32","75","19","7","227"
"Wind Gen(MU)","3","12","17","----------","----------","32"
