"","NR","WR","SR","ER","NER"
"Schedule(MU)","89.8","-111.5","57.0","-37.3","2.1"
"Actual(MU)","92.2","-102.2","61.4","-49.7","0.9"
"O/D/U/D(MU)","2.4","9.3","4.4","-12.4","-1.2"
