"","NR","WR","SR","ER","NER"
"Schedule(MU)","134.4","-76.2","34.4","-96.9","6.0"
"Actual(MU)","131.6","-78.5","34.1","-96.0","5.5"
"O/D/U/D(MU)","-2.8","-2.3","-0.3","0.9","-0.5"
