"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4705","50","97.1","45.6","-0.9","132"
"","Haryana","4587","551","86.5","49.0","-0.4","156"
"","Rajasthan","6069","365","132.4","47.9","-0.6","102"
"","Delhi","3513","0","72.7","46.7","-0.9","167"
"","UP","8572","2685","195.4","74.2","1.4","361"
"","Uttarakhand","1404","80","30.4","17.1","2.2","215"
"","HP","1226","0","23.3","13.2","-0.3","77"
"","J&K","1372","100","26.6","20.6","-1.3","101"
"","Chandigarh","206","0","4.1","3.9","0.2","38"
"WR","Chhattisgarh","3246","82","75.0","17.4","6.9","466"
"","Gujarat","11289","106","262.9","40.1","-1.8","318"
"","MP","7355","51","142.6","69.9","-2.0","307"
"","Maharashtra","17123","698","374.0","129.3","-0.7","432"
"","Goa","358","72","8.1","7.5","0.1","52"
"","DD","267","2","6.2","5.3","0.9","43"
"","DNH","603","4","14.0","13.2","0.8","70"
"SR","Andhra Pradesh","10711","2500","245.0","70.7","3.3","319"
"","Karnataka","7956","900","169.7","21.4","0.1","565"
"","Kerala","2952","500","59.4","30.9","2.2","246"
"","Tamil Nadu","11335","1518","236.7","75.8","2.9","532"
"","Pondy","302","0","6.5","7.2","-0.6","15"
"ER","Bihar","1510","330","31.5","32.1","-0.6","120"
"","DVC","2430","200","51.1","-21.6","-7.1","200"
"","Jharkhand","971","38","20.7","7.6","1.1","115"
"","Odisha","3581","0","67.8","7.2","5.2","325"
"","West Bengal","6809","238","152.5","34.5","0.2","125"
"","Sikkim","58","0","1.1","1.3","-0.2","15"
"NER","Arunachal Pradesh","90","3","1.1","0.9","0.3","36"
"","Assam","882","317","15.3","10.0","1.6","311"
"","Manipur","77","2","1.1","0.9","0.2","48"
"","Meghalaya","245","10","4.4","2.6","0.3","43"
"","Mizoram","58","3","1.0","0.7","0.2","15"
"","Nagaland","53","7","0.9","0.7","0.2","32"
"","Tripura","165","62","3.2","0.5","0.6","31"
