"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","1.3","12.2","20.8","13.5","86.5","0.0"
"SR GRID","0","0.0","18.0","45.0","18.0","81.9","0.1"
