"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39917","40379","31590","14878","2063","128827"
"Peak Shortage (MW)","1799","225","1390","615","182","4211"
"Energy Met (MU)","845","917","726","286","36","2810"
"Hydro Gen(MU)","93","44","74","18","6","235"
"Wind Gen(MU)","4","22","7","----------","----------","33"
