"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5376","0","98.4","38.4","-0.6","201"
"","Haryana","6389","0","120.6","52.4","-1.7","149"
"","Rajasthan","9846","0","209.0","86.6","0.7","316"
"","Delhi","4192","18","71.8","48.4","-0.5","309"
"","UP","10374","3135","239.4","85.5","-2.0","139"
"","Uttarakhand","1711","75","33.8","25.8","1.1","252"
"","HP","1346","0","25.3","20.4","0.2","100"
"","J&K","1950","344","42.8","35.0","3.0","280"
"","Chandigarh","234","0","4.1","3.8","0.3","32"
"WR","Chhattisgarh","3165","70","69.5","13.1","-0.2","187"
"","Gujarat","12119","0","254.3","54.1","-1.2","288"
"","MP","9813","0","192.8","107.4","-2.1","402"
"","Maharashtra","18135","61","364.9","94.1","0.8","560"
"","Goa","410","0","7.6","7.3","-0.3","46"
"","DD","251","0","5.4","5.7","-0.3","18"
"","DNH","649","0","15.1","15.2","0.3","23"
"","Essar steel","318","0","7.0","6.7","0.3","15"
"SR","Andhra Pradesh","5554","0","125.5","21.7","2.6","441"
"","Telangana","6082","400","133.1","75.8","3.4","566"
"","Karnataka","8258","680","173.6","24.9","3.3","436"
"","Kerala","3321","75","60.5","44.0","2.2","357"
"","Tamil Nadu","10515","815","228.3","85.6","-2.5","359"
"","Pondy","277","0","5.2","5.7","-0.6","34"
"ER","Bihar","2597","200","52.9","52.4","-1.9","230"
"","DVC","2309","100","52.1","-20.6","0.0","280"
"","Jharkhand","1081","0","21.0","10.9","0.6","110"
"","Odisha","3395","300","62.4","23.8","2.7","300"
"","West Bengal","5973","0","96.0","18.2","4.3","360"
"","Sikkim","100","0","1.5","1.2","0.3","40"
"NER","Arunachal Pradesh","111","2","1.8","1.3","0.5","49"
"","Assam","1182","66","21.6","13.0","3.5","185"
"","Manipur","113","23","1.8","2.4","-0.6","28"
"","Meghalaya","325","2","5.4","4.5","-0.7","53"
"","Mizoram","86","2","1.2","1.0","0.2","29"
"","Nagaland","114","1","2.3","1.5","0.3","31"
"","Tripura","210","15","2.2","0.3","0.2","75"
