"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.033","0.00","0.00","2.57","2.57","73.04","24.39"
"SR GRID","0.033","0.00","0.00","2.57","2.57","73.04","24.39"
