"","NR","WR","SR","ER","NER"
"Schedule(MU)","97.1","-70.3","40.0","-74.7","6.6"
"Actual(MU)","98.3","-84.2","41.7","-73.6","10.0"
"O/D/U/D(MU)","1.2","-13.9","1.7","1.1","3.4"
